urls
https://ca.linkedin.com/jobs/view/senior-data-scientist-remote-at-adecco-1563345210?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
https://ca.linkedin.com/jobs/view/senior-scientist-translational-informatics-at-zymeworks-inc-1563341906?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
https://ca.linkedin.com/jobs/view/data-scientist-ii-at-amazon-1552480314?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
https://ca.linkedin.com/jobs/view/associate-data-analyst-at-electronic-arts-ea-1563329336?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
https://ca.linkedin.com/jobs/view/intermediate-marine-fisheries-biologist-at-hatfield-consultants-1605209225?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
https://ca.linkedin.com/jobs/view/data-developer-race21-at-teck-resources-limited-1513325748?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
https://ca.linkedin.com/jobs/view/data-analyst-at-electronic-arts-ea-1563300589?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
https://ca.linkedin.com/jobs/view/applied-science-manager-people-technology-at-amazon-1602168603?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
https://ca.linkedin.com/jobs/view/data-analyst-at-adnet-llc-1601454583?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
https://ca.linkedin.com/jobs/view/r-d-scientist-at-mda-1600645527?refId=d48587d7-37e9-4bd1-bae6-6f4fcaa48de2&position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click
